external_track_id,title,artist,album,language,year,decade,tempo,rms_mean,spectral_centroid_mean,seed_query
1r1-icV2,Sada Kee Ae,"Babbu Maan, Sunidhi Chauhan",Rabb Ne Banaiyan Jodiean,punjabi,2006.0,2000s,161.499,0.142296,1623.027,Punjabi Sad Songs
5VtmA9a-,Sade Jehe,"R Nait, Black Virus",Sade Jehe,punjabi,2024.0,2020s,103.359,0.200922,2114.705,Punjabi Sad Songs
EyquAudk,Sad Song,"Babbu Brar, G Guri, Surjit Bhullar, Gurlej Akhtar",Sad Song,punjabi,2026.0,2020s,161.499,0.216024,2561.814,Punjabi Sad Songs
2cp4PXOw,Sadgi,"Ranjit Bawa, Goldy Desi Crew, Mandeep Maavi",Sadgi,punjabi,2024.0,2020s,151.999,0.118184,2671.897,Punjabi Sad Songs
2sZBZIP_,Sadhu Di Kamai Boldi,"Pamma Dumewal, Kanwar Grewal",Sadhu Di Kamai Boldi,punjabi,2024.0,2020s,161.499,0.169188,1947.04,Punjabi Sad Songs
s-ohokz8,Sade Naal Yaariyan,Nachhatar Gill,Sade Naal Yaariyan,punjabi,2017.0,2010s,151.999,0.176069,1738.594,Punjabi Sad Songs
nsBDRVVZ,Sada Bidhi Chand,"Manjit Singh Sohi, Kabal Saroopwali, El Boii",Sada Bidhi Chand,punjabi,2025.0,2020s,135.999,0.161906,2631.57,Punjabi Sad Songs
e84YymdW,Sade Karma Vich,"Balkar Ankhila, Manjinder Gulshan",Up Ki Matwali,punjabi,2021.0,2020s,80.75,0.263007,2643.967,Punjabi Sad Songs
37Dmp1Hn,Kho Gaye Hum Kahan,"Prateek Kuhad, Jasleen Royal",Best Bollywood Female Voices,hindi,2026.0,2020s,117.454,0.150939,1029.395,Prateek Kuhad
9pGjMYQN,Kho Gaye Hum Kahan,"Prateek Kuhad, Jasleen Royal",Hindi Chill Mix,hindi,2026.0,2020s,117.454,0.150939,1029.395,Prateek Kuhad
-fePrjuE,Kho Gaye Hum Kahan,"Prateek Kuhad, Jasleen Royal",Valentines Special,hindi,2026.0,2020s,117.454,0.150939,1029.395,Prateek Kuhad
CIPv20OL,Kho Gaye Hum Kahan,"Jasleen Royal, Prateek Kuhad",Baar Baar Dekho,hindi,2016.0,2010s,117.454,0.151024,1047.844,Prateek Kuhad
Jzpfzszr,Kasoor,Prateek Kuhad,Kasoor,hindi,2020.0,2020s,103.359,0.246175,1650.742,Prateek Kuhad
G10aXwwS,Tum Jab Paas,Prateek Kuhad,Tum Jab Paas,hindi,2017.0,2010s,83.354,0.154587,1457.098,Prateek Kuhad
L3SMioWR,Saansein,Prateek Kuhad,Karwaan,hindi,2018.0,2010s,86.133,0.08628,1236.426,Prateek Kuhad
Iqxz7wbb,Dil Beparvah,"Ankur Tewari, Prateek Kuhad","Dil Beparvah (The Dewarists, Season 5)",hindi,2017.0,2010s,135.999,0.067805,995.684,Prateek Kuhad
GjsH8exf,Kadam,Prateek Kuhad,Karwaan,hindi,2018.0,2010s,161.499,0.105265,1320.433,Prateek Kuhad
C505ZSG7,Tune Kaha,Prateek Kuhad,Tune Kaha,hindi,2016.0,2010s,92.285,0.107582,1709.315,Prateek Kuhad
cli-P2pu,Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,Arz Kiya Hai | Coke Studio Bharat,hindi,2025.0,2020s,99.384,0.161198,1712.305,Anuv Jain
zND_RkED,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,hindi,2024.0,2020s,143.555,0.09379,1333.222,Anuv Jain
X0zxHHfs,Husn,Anuv Jain,Husn,hindi,2023.0,2020s,99.384,0.121555,1727.201,Anuv Jain
4GGV39K7,Baarishein,Anuv Jain,Baarishein,hindi,2018.0,2010s,143.555,0.160125,1387.699,Anuv Jain
W-d2FbBr,Alag Aasmaan,Anuv Jain,Alag Aasmaan,hindi,2020.0,2020s,117.454,0.087491,1578.241,Anuv Jain
FmDkOnwz,Inaam,Anuv Jain,Inaam,hindi,2025.0,2020s,123.047,0.176106,1143.582,Anuv Jain
_WVIcEvf,Gul,Anuv Jain,Gul,hindi,2021.0,2020s,112.347,0.141924,1275.562,Anuv Jain
KiMyCidz,Mazaak,Anuv Jain,Mazaak,hindi,2023.0,2020s,73.828,0.114901,1226.473,Anuv Jain
4LL3lgz9,Meri Baaton Mein Tu,Anuv Jain,Meri Baaton Mein Tu,hindi,2022.0,2020s,95.703,0.046304,1348.715,Anuv Jain
yEEZOPaq,Tu Hai Kahaan,Lucky Ali,Do Aur Do Pyaar,hindi,2024.0,2020s,107.666,0.101702,1577.221,The Local Train
7YjyRWNQ,Choo Lo X Aahatein,Akdas Hayat,Choo Lo X Aahatein,hindi,2024.0,2020s,143.555,0.224207,2123.427,The Local Train
le5MOVwQ,"Tu Hai Kahaan (From ""Do Aur Do Pyaar"")","The Local Train, Lucky Ali","Tu Hai Kahaan (From ""Do Aur Do Pyaar"")",hindi,2024.0,2020s,107.666,0.101702,1577.221,The Local Train
bkKwkFS4,Dreamland,"When Chai Met Toast, Job Kurian",Dreamland,hindi,2025.0,2020s,135.999,0.209318,2104.088,When Chai Met Toast
EUTN-3C1,Aa Bhi Jaa,When Chai Met Toast,Do Aur Do Pyaar,hindi,2024.0,2020s,103.359,0.114744,1451.035,When Chai Met Toast
vub4GNY0,Baaton,When Chai Met Toast,Baaton,hindi,2025.0,2020s,78.303,0.200048,1327.378,When Chai Met Toast
D1KBh2DG,Blue Skies,"When Chai Met Toast, Siddhant Kaushal",Citadel Honey Bunny,hindi,2024.0,2020s,99.384,0.18621,1537.94,When Chai Met Toast
QAw6c-OO,"Aa Bhi Jaa (From ""Do Aur Do Pyaar"")","Ankur Tewari, When Chai Met Toast","Aa Bhi Jaa (From ""Do Aur Do Pyaar"")",hindi,2024.0,2020s,103.359,0.114744,1451.035,When Chai Met Toast
S3DU_h6-,tere bina,Zaeden,tere bina,hindi,2019.0,2010s,117.454,0.183598,1811.717,Zaeden
thbiea1r,Aawara,"King, Zaeden, KSHMR",Aawara,hindi,2024.0,2020s,117.454,0.201909,2627.835,Zaeden
z3pO-YKm,Aa Mil,"Zaeden, Lisa Mishra",Aa Mil,hindi,2023.0,2020s,80.75,0.174306,1637.47,Zaeden
L87IXicA,5 am,Zaeden,5 am,hindi,2024.0,2020s,123.047,0.265496,1686.775,Zaeden
tGyq1lg1,Raaz,Zaeden,Raaz,hindi,2025.0,2020s,198.768,0.153941,1433.256,Zaeden
z7RADO6c,pia <3,Zaeden,pia <3,hindi,2024.0,2020s,184.57,0.205185,1442.124,Zaeden
a_nqEXwl,kya karoon?,Zaeden,kya karoon?,hindi,2020.0,2020s,143.555,0.116879,1855.266,Zaeden
LfLc6sBk,KTMBK,"Zaeden, Hanita Bhambri",KTMBK,hindi,2021.0,2020s,112.347,0.195514,1642.59,Zaeden
xySywpKE,dooriyan,Zaeden,dooriyan,hindi,2020.0,2020s,80.75,0.154871,1749.819,Zaeden
Z_K0ABuo,5 am,Zaeden,Zaeden 02,hindi,2024.0,2020s,123.047,0.265496,1686.775,Zaeden
ygbObwxN,Indian Indian (Jaal - The Trap / Soundtrack Version),Anand Raaj Anand,Jaal - The Trap,hindi,2008.0,2000s,95.703,0.083423,2704.29,Indian Indie
zaGIwghR,I Am An Indian,"Ramana Gogula, Sunitha",Badri,telugu,2000.0,2000s,99.384,0.105683,2147.028,Indian Indie
9nltkcyO,"Globetrotter (From ""Varanasi"")","Shruti Haasan, Kaala Bhairava, M.M. Keeravani, Chaitanya Prasad",Indian Music Anthems - Independence Day Special,telugu,2026.0,2020s,117.454,0.14697,1629.851,Indian Indie
kPOhb1W3,Come Back Indian,Anirudh Ravichander,Indian 2,tamil,2024.0,2020s,117.454,0.189156,1767.768,Indian Indie
pjWxOB_r,Indian Army,Nishant Mehra,Indian Army,hindi,2025.0,2020s,99.384,0.196884,1982.942,Indian Indie
XcxJsT62,Paaraa,"Anirudh Ravichander, Shruthika Samudhrala",Indian 2,tamil,2024.0,2020s,117.454,0.171036,1867.408,Indian Indie
EBvbomhm,Come Back Indian,"Anirudh Ravichander, Sri Krishna",Bharateeyudu 2,telugu,2024.0,2020s,117.454,0.189402,1768.576,Indian Indie
KKDO8KxN,Victory Indian Army,Archit Suryavanshi,Victory Indian Army,hindi,2025.0,2020s,76.0,0.059399,1626.399,Indian Indie
-G6SUNHQ,Humko Aajkal Hai Intezaar - Indian Trap,"DJ Carron, Anupama Deshpande",Humko Aajkal Hai Intezaar - Indian Trap,hindi,2024.0,2020s,63.024,0.207052,2668.515,Indian Indie
TK0_1n9e,Kadharalz,Anirudh Ravichander,Indian 2,tamil,2024.0,2020s,80.75,0.228741,1918.211,Indian Indie
HqXDmMaS,Pehle Bhi Main Lofi Mix(Remix By Moodyboy),Vishal Mishra,Pehle Bhi Main Lofi Mix,hindi,2024.0,2020s,103.359,0.035504,882.559,Hindi Lofi
kIb_jgP2,Hanuman Chalisa (Lofi),Rasraj Ji Maharaj,Hanuman Chalisa (Lofi),hindi,2023.0,2020s,95.703,0.149377,1349.644,Hindi Lofi
L0CEVnq0,Bajrang Baan-Lofi,Rasraj Ji Maharaj,Bajrang Baan-Lofi,hindi,2023.0,2020s,112.347,0.08602,1754.745,Hindi Lofi
mWZfLlP5,Lofi Lovee,"Ved Sharma, Asees Kaur, Harsh Limbachiya",Lofi Lovee,hindi,2024.0,2020s,143.555,0.136362,1964.77,Hindi Lofi
WUwenrlh,Sunderkand-Lofi,Rasraj Ji Maharaj,Sunderkand-Lofi,hindi,2023.0,2020s,99.384,0.024153,1697.563,Hindi Lofi
jArM54rQ,Sajni Lofi Mix(Remix By Dj Basque),"Arijit Singh, Ram Sampath",Sajni Lofi Mix,hindi,2024.0,2020s,135.999,0.125657,1342.509,Hindi Lofi
9NUPjGAr,Qaafirana Lofi Mix,"Amit Trivedi, Arijit Singh, Nikhita Gandhi",Arijit Singh Lofi Love Songs,hindi,2026.0,2020s,161.499,0.069394,2326.565,Hindi Lofi
1iupKiHN,Qaafirana Lofi Mix,"Arijit Singh, Nikhita Gandhi",Lo-Fi Love Hits,hindi,2023.0,2020s,161.499,0.069394,2326.565,Hindi Lofi
QrY8lVjn,"Subhanallah Lofi Mix(Remix By Kedrock,Sd Style)","Sreerama Chandra, Shilpa Rao, Kedrock, SD Style, Pritam",Subhanallah Lofi Mix,hindi,2022.0,2020s,107.666,0.105448,1643.799,Hindi Lofi
d5wPRNgf,Yaara Lofi (Lofi),Mamta Sharma,Yaara Lofi (Lofi),hindi,2024.0,2020s,143.555,0.118577,1292.327,Hindi Lofi
Nqq9FGAV,Indian Acoustic,Bollywood Buddha Indian Music Café,Indian Acoustic - Indian Bollywood Movie Traditional Background Music,instrumental,2019.0,2010s,92.285,0.0632,1327.186,Indian Acoustic
L_4sbNR0,God's Plan (Indian Acoustic Mix),"Mithil Chakraborty, Anu Romesh, Ashwin Seshadri, IndianRaga, Bharath Namboothiry, Various Artists",Raga Covers 2,hindi,2018.0,2010s,135.999,0.126748,1403.333,Indian Acoustic
ml8Jn1dk,Colors of the Soul,Bollywood Buddha Indian Music Café,Indian Acoustic - Indian Bollywood Movie Traditional Background Music,instrumental,2019.0,2010s,151.999,0.039523,2358.25,Indian Acoustic
9a4LqcsF,Earth and Wind (Satur and Bansuri),Bollywood Buddha Indian Music Café,Indian Acoustic - Indian Bollywood Movie Traditional Background Music,instrumental,2019.0,2010s,123.047,0.069724,1831.148,Indian Acoustic
YA2BnmIe,Just Like a Dream,Bollywood Buddha Indian Music Café,Indian Acoustic - Indian Bollywood Movie Traditional Background Music,instrumental,2019.0,2010s,112.347,0.027626,1969.309,Indian Acoustic
lN1uqjcn,Fully Awoken,Bollywood Buddha Indian Music Café,Indian Acoustic - Indian Bollywood Movie Traditional Background Music,instrumental,2019.0,2010s,107.666,0.020895,1877.877,Indian Acoustic
FVql8U8F,Traditional,Bollywood Buddha Indian Music Café,Indian Acoustic - Indian Bollywood Movie Traditional Background Music,instrumental,2019.0,2010s,123.047,0.056195,1012.897,Indian Acoustic
dSEM0_L9,Shiva,Bollywood Buddha Indian Music Café,Indian Acoustic - Indian Bollywood Movie Traditional Background Music,instrumental,2019.0,2010s,112.347,0.060117,1203.815,Indian Acoustic
EGcYzygW,Gods and Goddesses,Bollywood Buddha Indian Music Café,Indian Acoustic - Indian Bollywood Movie Traditional Background Music,instrumental,2019.0,2010s,83.354,0.010983,3340.111,Indian Acoustic
A6wODMyD,Pure Tranquility,Bollywood Buddha Indian Music Café,Indian Acoustic - Indian Bollywood Movie Traditional Background Music,instrumental,2019.0,2010s,89.103,0.08954,978.687,Indian Acoustic
BAfOnZoY,Medley Nusrat Fateh Ali Khan,Kavita Seth,World Sufi Spirit Festival - Kavita Seth,hindi,2015.0,2010s,107.666,0.145949,2186.356,Nusrat Fateh Ali Khan
dRjiLRqX,Mast Nazron Se Allah Bachaye (Nusrat Fateh Ali Khan),Kazinama,Mast Nazron Se Allah Bachaye (Nusrat Fateh Ali Khan),hindi,2023.0,2020s,107.666,0.190099,2088.232,Nusrat Fateh Ali Khan
YM-nUCv3,Bina Mahi (Cover Version) [Tribute to Ustad Nusrat Fateh Ali Khan],Karamveer,Bina Mahi (Cover Version) [Tribute to Ustad Nusrat Fateh Ali Khan],punjabi,2023.0,2020s,103.359,0.193003,2379.201,Nusrat Fateh Ali Khan
io6oXaJA,Jo Maja Hai Fakiri Mein Wo Maja Nahi Hai Amiri Mein,Fan Of Nusrat Fateh Ali Khan,Jo Maja Hai Fakiri Mein Wo Maja Nahi Hai Amiri Mein,hindi,2026.0,2020s,107.666,0.089969,2976.009,Nusrat Fateh Ali Khan
uq7Nox03,Je Tu Rab Nu Manouna,Fan Of Nusrat Fateh Ali Khan,Je Tu Rab Nu Manouna,punjabi,2026.0,2020s,129.199,0.112184,1688.466,Nusrat Fateh Ali Khan
3viGhe5y,Be Khud Kiye Dete Hai New Qowali Sufiyana Qowali,Fan Of Nusrat Fateh Ali Khan,Be Khud Kiye Dete Hai New Qowali Sufiyana Qowali,hindi,2026.0,2020s,103.359,0.088545,2605.576,Nusrat Fateh Ali Khan
pmdRggTr,Ya Ghous Ya Meeran Nusrat Fateh Ali Khan,Faryad Ali Khan Qawwal,Tera Jamal Jamal-E-Khuda Vol 216,hindi,2026.0,2020s,103.359,0.056232,1884.741,Nusrat Fateh Ali Khan
Ds2hugvQ,Ya Allah Mere Dil Ki Duaa Sunle Heart Touching Sufi Qawwali,Fan Of Nusrat Fateh Ali Khan,Ya Allah Mere Dil Ki Duaa Sunle Heart Touching Sufi Qawwali,hindi,2026.0,2020s,151.999,0.116529,2926.903,Nusrat Fateh Ali Khan
PSpetVhx,Mere Aansuon Ki Sada Sun Le Heart Touching Sufi Qawwali,Fan Of Nusrat Fateh Ali Khan,Mere Aansuon Ki Sada Sun Le Heart Touching Sufi Qawwali,hindi,2026.0,2020s,129.199,0.111749,2886.95,Nusrat Fateh Ali Khan
C9Pt00Zw,Rab Ohnu Labh Da heart touching sufi qawwali,Fan Of Nusrat Fateh Ali Khan,Rab Ohnu Labh Da heart touching sufi qawwali,punjabi,2026.0,2020s,151.999,0.134501,1967.855,Nusrat Fateh Ali Khan
FN7RvfQc,Mast Qalandar,"Sami Yusuf, Rahat Fateh Ali Khan",Mast Qalandar,punjabi,2020.0,2020s,95.703,0.185379,1972.876,Rahat Fateh Ali Khan
xe58uAYu,Leh Gaya Haaseh,Tarli Digital & Rahat Fateh Ali Khan,DigiTaal,punjabi,2012.0,2010s,107.666,0.150977,2123.102,Rahat Fateh Ali Khan
9vXZ2ueQ,Koi Fariyaad,Jagjit Singh,Tum Bin,hindi,2001.0,2000s,151.999,0.069717,3118.009,Jagjit Singh
Mxtd4a2R,"Koi Fariyaad (From ""Tum Bin"")","Faaiz Anwar, Nikhil-Vinay, Jagjit Singh",Bollywood Classic Hits,hindi,2026.0,2020s,151.999,0.068546,2915.041,Jagjit Singh
QnldcThx,"Hothon Se Chhu Lo Tum (From ""Prem Geet"")",Jagjit Singh,Prem Geet (Original Motion Picture Soundtrack / Remastered),hindi,2026.0,2020s,99.384,0.092065,1675.105,Jagjit Singh
UmanntR6,"Hothon Se Chhu Lo Tum (From ""Prem Geet"")",Jagjit Singh,Prem Geet,hindi,2008.0,2000s,99.384,0.091835,1670.521,Jagjit Singh
Szk0_wAM,Tum Ko Dekha To Yeh Khayal Aaya,"Kuldeep Singh, Jagjit Singh, Chitra Singh",Sadabahar - Ghazalon Ka Caravan - Vol. 2,hindi,1982.0,1980s,161.499,0.081507,1054.323,Jagjit Singh
SFEIp1hj,Tum Ko Dekha To Yeh Khayal Aaya,"Jagjit Singh, Chitra Singh",Saath Saath,hindi,1982.0,1980s,151.999,0.081537,1053.904,Jagjit Singh
mu9Xjq9R,Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,Arth,hindi,1982.0,1980s,161.499,0.106834,2489.984,Jagjit Singh
RS39oGqv,Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,Sadabahar - Ghazalon Ka Caravan - Vol. 2,hindi,1982.0,1980s,161.499,0.106898,2490.359,Jagjit Singh
3B0TMnHD,Chithi Na Koi Sandesh Male,Uttam Singh,Dushman,hindi,1998.0,1990s,76.0,0.07595,1104.546,Jagjit Singh
Ni94z6_w,Chithi Na Koi Sandesh,"Uttam Singh, Jagjit Singh",Sadabahar - Ghazalon Ka Caravan - Vol. 2,hindi,1982.0,1980s,76.0,0.075941,1104.411,Jagjit Singh
f4hQOXBA,Teri Chahat Mein,Hukam Ali,Teri Chahat Mein,hindi,2022.0,2020s,95.703,0.366453,2203.378,Ghulam Ali
C8xnYoYF,Na Kajare Ki Dhar (Duet Version),"Pankaj Udhas, Sadhana Sargam",Mohra,hindi,1994.0,1990s,143.555,0.084216,2769.162,Pankaj Udhas
dFw1u9rj,"Na Kajare Ki Dhar (From ""Mohra"")","Pankaj Udhas, Sadhana Sargam","Unforgettable Bollywood Love Songs, Vol. 9",hindi,2016.0,2010s,143.555,0.08385,2744.551,Pankaj Udhas
gZ65QRfA,"Na Kajare Ki Dhar (From ""Mohra"")","Pankaj Udhas, Sadhana Sargam",Sunil Shetty - 12 Superhit Songs,hindi,2017.0,2010s,143.555,0.08385,2744.551,Pankaj Udhas
LUItqn0P,"Na Kajare Ki Dhar (From ""Mohra"")","Pankaj Udhas, Sadhana Sargam",Mushy Love Songs of Bollywood,hindi,2016.0,2010s,143.555,0.08385,2744.551,Pankaj Udhas
IXuri_nU,"Na Kajare Ki Dhar (From ""Mohra"")","Pankaj Udhas, Sadhana Sargam","Together Ghazals, Vol. 5",hindi,2016.0,2010s,143.555,0.08385,2744.551,Pankaj Udhas
3dsmhg-U,Chandi Jaisa Rang (Live),Pankaj Udhas,The Very Best Of Pankaj Udhas (Live) Vol. 3,hindi,2009.0,2000s,135.999,0.066745,1332.658,Pankaj Udhas
1IjZgKUT,Ahista (Album Version),Pankaj Udhas,Greatest Hits,hindi,2014.0,2010s,89.103,0.201395,1053.512,Pankaj Udhas
WPfOBHA6,Jeeye To Jeeye Kaise,Pankaj Udhas,Saajan,hindi,1991.0,1990s,129.199,0.104881,2734.123,Pankaj Udhas
B7jJLifA,Chitthi Aai Hai,Pankaj Udhas,Naam,hindi,1986.0,1980s,161.499,0.140771,2163.584,Pankaj Udhas
95x5U1nr,Chitthi Aai Hai,"Laxmikant - Pyarelal, Pankaj Udhas",Sadabahar - Ghazalon Ka Caravan - Vol. 2,hindi,1982.0,1980s,161.499,0.139944,2172.133,Pankaj Udhas
kYm9sxlI,Ghoom Charakhra,Ali Azmat & Abida Parveen,Coke Studio Season 11: Episode 2,punjabi,2018.0,2010s,129.199,0.035591,1706.064,Abida Parveen
KwdQkKkf,Sohnra Manhoon Sindh Ja,Abida Parveen,Sohnra Manhoon Sindh Ja,sindhi,2022.0,2020s,143.555,0.15364,2344.07,Abida Parveen
OLSnWpO8,Ghano Aahin Ghat Tokhan Sabh Gul,Abida Parveen,Ghano Aahin Ghat Tokhan Sabh Gul,sindhi,2022.0,2020s,95.703,0.208177,1554.217,Abida Parveen
ejXLxFPg,Chho Tho Mehal Adeen,Abida Parveen,Chho Tho Mehal Adeen,sindhi,2022.0,2020s,95.703,0.103893,2849.895,Abida Parveen
RHf5yRq5,Mulluk | Coke Studio Bangla,"Meghdol, Ronju Tanti, Ranjit Tanti",Mulluk | Coke Studio Bangla,bengali,2026.0,2020s,135.999,0.048158,1785.064,Coke Studio
TrWXs-HD,Patar Bashori | Coke Studio Bangla,"Ishaan, Sunidhi Nayak, Adit Rahman",Patar Bashori | Coke Studio Bangla,bengali,2026.0,2020s,103.359,0.124469,1763.108,Coke Studio
fbMX7Be6,Ishq Bawla | Coke Studio Bharat,"Dhanda Nyoliwala, Xvir Grewal",Ishq Bawla | Coke Studio Bharat,hindi,2025.0,2020s,99.384,0.18153,2329.618,Coke Studio
Anj3BptX,Ae Ajnabee | Coke Studio Bharat,"Aditya Rikhari, Kutle Khan, Ravator",Ae Ajnabee | Coke Studio Bharat,hindi,2026.0,2020s,73.828,0.091514,1392.027,Coke Studio
glALNdSz,Khalasi | Coke Studio Bharat,"Aditya Gadhvi, Achint",Khalasi | Coke Studio Bharat,gujarati,2023.0,2020s,92.285,0.095056,1920.536,Coke Studio
jGmFUOU_,Khalasi | Coke Studio Bharat,"Aditya Gadhvi, Achint",Khalasi (Remix Pack),gujarati,2024.0,2020s,92.285,0.095056,1920.536,Coke Studio
qZHGlzIj,Ae Ajnabee | Coke Studio Bharat,"Aditya Rikhari, Kutle Khan, Ravator",Best of Aditya Rikhari,hindi,2026.0,2020s,107.666,0.093599,1385.739,Coke Studio
kkzLE9rQ,Ae Ajnabee | Coke Studio Bharat,"Aditya Rikhari, Ravator, Kutle Khan",Ae Ajnabee | Coke Studio Bharat (Acoustic),hindi,2026.0,2020s,73.828,0.091532,1391.929,Coke Studio
bZTAROSO,Long Distance Love | Coke Studio Bangla,"Ankan Kumar, modernotaku, Shuvendu Das Shuvo",Long Distance Love | Coke Studio Bangla,bengali,2025.0,2020s,112.347,0.059319,1869.006,Coke Studio
sUXTv8CA,Sufi,Raghav,Sufi,hindi,2020.0,2020s,129.199,0.044801,2124.807,Sufi Hits
I2BGCVIV,"Sufiyana (From ""Aay"")","Sri Mani, Ram Miriyala, Sameera Bharadwaj, Ramya Shree","Sufiyana (From ""Aay"")",telugu,2024.0,2020s,99.384,0.096026,2466.352,Sufi Hits
dozPGVEV,"Maula Mere Maula (From ""Anwar"")",Roopkumar Rathod,Sufi Gold,hindi,2018.0,2010s,135.999,0.093085,1118.063,Sufi Hits
UPQv1JNW,Ishq Sufiyana (Male),"Vishal & Shekhar, Kamal Khan",The Dirty Picture,hindi,2011.0,2010s,172.266,0.05813,2597.872,Sufi Hits
6ke7EsC_,Nazar Sufi,Sufiyat Fiza,Nazar Sufi,hindi,2026.0,2020s,129.199,0.112293,2116.094,Sufi Hits
LmxVX_Qf,Sufiyana,Humane Sagar,Sufiyana,odia,2026.0,2020s,112.347,0.150717,2179.285,Sufi Hits
dKXUmhal,"Sufiana Kalam , Kalam Mian Muhammad Baksh - Saif ul malook Part 4",Sultan Ateeq Rehman,"Sufiana Kalam , Kalam Mian Muhammad Baksh - Saif ul malook Part 4",punjabi,2022.0,2020s,135.999,0.125783,1273.988,Sufi Hits
P1QUzOUL,Sufi,Zakir Ali,Sufi Ecstasy - Qawwalis from Ajmer Sharif,hindi,2012.0,2010s,151.999,0.027175,2668.02,Sufi Hits
wSg7ncEI,Sufi Tere Pyar Mein (Rock),"Bappi Lahiri, Dj Akhil Talreja, Dj N Y K, Tulsi Kumar, Saim",Jai Veeru,hindi,2009.0,2000s,151.999,0.23567,2288.387,Sufi Hits
WDq2Z7v5,Sufi Qawwali - Damaadam Mast Kalandar,Wadali Brothers,"Ruhaniyat, Vol. 3",punjabi,2006.0,2000s,117.454,0.079646,2056.92,Sufi Hits
NEv-z3Ob,Gharana in Hindustani Classical (Pt. 1),V.R. Athavale,Gharana in Hindustani Classical,marathi,2018.0,2010s,123.047,0.036791,2136.605,Hindustani Classical
whRWo6kN,Maalan Dil Mein Basaa Le,Yusuf Azad Qawwal,Hindustani Classical Gems Vol-12,hindi,2023.0,2020s,89.103,0.168748,1405.555,Hindustani Classical
1r0nyRAl,Dhan Dhan Mangal,Kishori Amonkar,Hindustani Classical,hindi,1980.0,1980s,123.047,0.120041,1391.26,Hindustani Classical
lZlYeTwu,Sakhi Ri Main Girdhar Ke Rang Raati (Bhajan),Parveen Sultana,Parween Sultana - Hindustani Classical,hindi,1999.0,1990s,117.454,0.077275,2292.814,Hindustani Classical
ZpaIMrOY,Piya Nahi Aaye,Pt Vinayak Torvi,Hindustani Classical Vocal,hindi,2000.0,2000s,161.499,0.110552,1766.403,Hindustani Classical
KTuvlCGz,Lara Maayi Sajani,Pt Vinayak Torvi,Hindustani Classical Vocal,hindi,2000.0,2000s,86.133,0.128108,1766.108,Hindustani Classical
BMdUtr7K,Sandhya Raag,Music Temple,Hindustani Classical Essentials,hindi,2026.0,2020s,135.999,0.1136,1300.131,Hindustani Classical
l-SZ0cMW,Kareema Naam Tero,Pt Vinayak Torvi,Hindustani Classical Vocal,hindi,2000.0,2000s,161.499,0.112103,1634.623,Hindustani Classical
rYpJsB2D,Ae Beeti Jaye,Parveen Sultana,Parween Sultana - Hindustani Classical,hindi,1999.0,1990s,29.363,0.055985,1193.232,Hindustani Classical
3wh79QWk,Main Ne Lakhon Ke Bol Sahe - Thumri,Nirmala Devi,Hindustani Classical Gems Vol - 4,hindi,2022.0,2020s,172.266,0.116361,1812.3,Hindustani Classical
R9ROqJTq,Krishna Nee Begane Baro (instrumental),Dr. Ramachandra Murthy,Krishna Divine Flute - Carnatic Instrumental,instrumental,2025.0,2020s,86.133,0.211075,965.251,Carnatic Instrumental
43BWGTdY,Swagatham Krishna - (Instrumental),Dr. Ramachandra Murthy,Krishna Divine Flute - Carnatic Instrumental,instrumental,2025.0,2020s,112.347,0.124674,1823.071,Carnatic Instrumental
35bGhsXE,Enna Thavam Seithanai (Instrumental),Dr. Ramachandra Murthy,Krishna Divine Flute - Carnatic Instrumental,instrumental,2025.0,2020s,83.354,0.173798,1200.124,Carnatic Instrumental
N1IW1F7w,Kurai Ondrum Illai (Instrumental),Dr. Ramachandra Murthy,Krishna Divine Flute - Carnatic Instrumental,instrumental,2025.0,2020s,172.266,0.086125,1828.56,Carnatic Instrumental
TZavPLtR,Jagadodharana (Instrumental),Dr. Ramachandra Murthy,Krishna Divine Flute - Carnatic Instrumental,instrumental,2025.0,2020s,103.359,0.058502,1468.191,Carnatic Instrumental
8Y8HNk_X,Baro Krishnayya (Instrumental),Dr. Ramachandra Murthy,Krishna Divine Flute - Carnatic Instrumental,instrumental,2025.0,2020s,107.666,0.085972,1305.604,Carnatic Instrumental
40LK_hIN,Abhimana Mannadu (Violin),Mysore T. Chowdiah,Violin - Carnatic Instrumental,carnatic,1990.0,1990s,92.285,0.015567,1188.442,Carnatic Instrumental
pSPeuHUf,Deva Deva (Violin),Mysore T. Chowdiah,Violin - Carnatic Instrumental,carnatic,1990.0,1990s,83.354,0.023602,1126.107,Carnatic Instrumental
b3z9W_kp,Jamuna Kinare (Instrumental),Dr. Ramachandra Murthy,Krishna Divine Flute - Carnatic Instrumental,instrumental,2025.0,2020s,135.999,0.212878,1718.082,Carnatic Instrumental
3SdHoOPo,Radha Sametha Krishna (Instrumental),Dr. Ramachandra Murthy,Krishna Divine Flute - Carnatic Instrumental,instrumental,2025.0,2020s,161.499,0.036162,1692.943,Carnatic Instrumental
hy3eCrL7,Tum Hi Ho - Flute Instrumental,Mithoon,Tum Hi Ho - Flute Instrumental,hindi,2021.0,2020s,95.703,0.182701,1128.183,Flute Instrumental
